Year,Province,Division,District,VehicleType,Count
2018,Punjab,Bahawalpur,R.Y.Khan,Other Vehicles,70
2018,Punjab,Bahawalpur,R.Y.Khan,Pickups/Delivery Vans,4134
2018,Punjab,Bahawalpur,R.Y.Khan,Taxis,1692
2018,Punjab,Bahawalpur,R.Y.Khan,Tractors,32120
2018,Punjab,Bahawalpur,R.Y.Khan,Trucks,1006
2018,Punjab,D.G.Khan,Rajanpur,Auto Rickshaws,4
2018,Punjab,D.G.Khan,Rajanpur,Mini Buses/Buses/Flying/Luxury Coaches,159
2018,Punjab,D.G.Khan,Rajanpur,Motor Cars/Jeeps/Station Wagons,886
2018,Punjab,D.G.Khan,Rajanpur,Motor Cycles/Scooters,25522
2018,Punjab,D.G.Khan,Rajanpur,Other Vehicles,22
2018,Punjab,D.G.Khan,Rajanpur,Pickups/Delivery Vans,486
2018,Punjab,D.G.Khan,Rajanpur,Taxis,334
2018,Punjab,D.G.Khan,Rajanpur,Tractors,3264
2018,Punjab,D.G.Khan,Rajanpur,Trucks,60
2018,Punjab,Rawalpindi,Rawalpindi,Auto Rickshaws,29490
2018,Punjab,Rawalpindi,Rawalpindi,Mini Buses/Buses/Flying/Luxury Coaches,15435
2018,Punjab,Rawalpindi,Rawalpindi,Motor Cars/Jeeps/Station Wagons,144709
2018,Punjab,Rawalpindi,Rawalpindi,Motor Cycles/Scooters,762394
2018,Punjab,Rawalpindi,Rawalpindi,Other Vehicles,424
2018,Punjab,Rawalpindi,Rawalpindi,Pickups/Delivery Vans,52363
2018,Punjab,Rawalpindi,Rawalpindi,Taxis,15082
2018,Punjab,Rawalpindi,Rawalpindi,Tractors,4038
2018,Punjab,Rawalpindi,Rawalpindi,Trucks,7056
2018,Punjab,Sahiwal,Sahiwal,Auto Rickshaws,2956
2018,Punjab,Sahiwal,Sahiwal,Mini Buses/Buses/Flying/Luxury Coaches,1983
2018,Punjab,Sahiwal,Sahiwal,Motor Cars/Jeeps/Station Wagons,19019
2018,Punjab,Sahiwal,Sahiwal,Motor Cycles/Scooters,370700
2018,Punjab,Sahiwal,Sahiwal,Other Vehicles,38
2018,Punjab,Sahiwal,Sahiwal,Pickups/Delivery Vans,3892
2018,Punjab,Sahiwal,Sahiwal,Taxis,1588
2018,Punjab,Sahiwal,Sahiwal,Tractors,39364
2018,Punjab,Sahiwal,Sahiwal,Trucks,2266
2018,Punjab,Sargodha,Sargodha,Auto Rickshaws,40434
2018,Punjab,Sargodha,Sargodha,Mini Buses/Buses/Flying/Luxury Coaches,3123
2018,Punjab,Sargodha,Sargodha,Motor Cars/Jeeps/Station Wagons,26450
2018,Punjab,Sargodha,Sargodha,Motor Cycles/Scooters,438517
2018,Punjab,Sargodha,Sargodha,Other Vehicles,78
2018,Punjab,Sargodha,Sargodha,Pickups/Delivery Vans,5971
2018,Punjab,Sargodha,Sargodha,Taxis,1482
2018,Punjab,Sargodha,Sargodha,Tractors,23278
2018,Punjab,Sargodha,Sargodha,Trucks,5662
2018,Punjab,Lahore,Sheikhupura,Auto Rickshaws,4046
2018,Punjab,Lahore,Sheikhupura,Mini Buses/Buses/Flying/Luxury Coaches,1975
2018,Punjab,Lahore,Sheikhupura,Motor Cars/Jeeps/Station Wagons,7250
2018,Punjab,Lahore,Sheikhupura,Motor Cycles/Scooters,29751
2018,Punjab,Lahore,Sheikhupura,Other Vehicles,46
2018,Punjab,Lahore,Sheikhupura,Pickups/Delivery Vans,2044
2018,Punjab,Lahore,Sheikhupura,Taxis,625
2018,Punjab,Lahore,Sheikhupura,Tractors,16641
2018,Punjab,Lahore,Sheikhupura,Trucks,1688
2018,Punjab,Gujranwala,Sialkot,Auto Rickshaws,26678
2018,Punjab,Gujranwala,Sialkot,Mini Buses/Buses/Flying/Luxury Coaches,3674
2018,Punjab,Gujranwala,Sialkot,Motor Cars/Jeeps/Station Wagons,31573
2018,Punjab,Gujranwala,Sialkot,Motor Cycles/Scooters,569270
2018,Punjab,Gujranwala,Sialkot,Other Vehicles,54
2018,Punjab,Gujranwala,Sialkot,Pickups/Delivery Vans,7356
2018,Punjab,Gujranwala,Sialkot,Taxis,820
2018,Punjab,Gujranwala,Sialkot,Tractors,16353
2018,Punjab,Gujranwala,Sialkot,Trucks,638
2018,Punjab,Faisalabad,T.T.Singh,Auto Rickshaws,519
2018,Punjab,Faisalabad,T.T.Singh,Mini Buses/Buses/Flying/Luxury Coaches,1161
2018,Punjab,Faisalabad,T.T.Singh,Motor Cars/Jeeps/Station Wagons,7806
2018,Punjab,Faisalabad,T.T.Singh,Motor Cycles/Scooters,187134
2018,Punjab,Faisalabad,T.T.Singh,Other Vehicles,16
2018,Punjab,Faisalabad,T.T.Singh,Pickups/Delivery Vans,1986
2018,Punjab,Faisalabad,T.T.Singh,Taxis,735
2018,Punjab,Faisalabad,T.T.Singh,Tractors,12957
2018,Punjab,Faisalabad,T.T.Singh,Trucks,762
2018,Punjab,Multan,Vehari,Auto Rickshaws,428
2018,Punjab,Multan,Vehari,Mini Buses/Buses/Flying/Luxury Coaches,1388
2018,Punjab,Multan,Vehari,Motor Cars/Jeeps/Station Wagons,10706
2018,Punjab,Multan,Vehari,Motor Cycles/Scooters,322986
2018,Punjab,Multan,Vehari,Other Vehicles,16
2018,Punjab,Multan,Vehari,Pickups/Delivery Vans,2594
2018,Punjab,Multan,Vehari,Taxis,1193
2018,Punjab,Multan,Vehari,Tractors,25064
2018,Punjab,Multan,Vehari,Trucks,966
2019,Punjab,Rawalpindi,Attock,Auto Rickshaws,22153
2019,Punjab,Rawalpindi,Attock,Mini Buses/Buses/Flying/Luxury Coaches,2919
2019,Punjab,Rawalpindi,Attock,Motor Cars/Jeeps/Station Wagons,22433
2019,Punjab,Rawalpindi,Attock,Motor Cycles/Scooters,122700
2019,Punjab,Rawalpindi,Attock,Other Vehicles,75
2019,Punjab,Rawalpindi,Attock,Pickups/Delivery Vans,7305
2019,Punjab,Rawalpindi,Attock,Taxis,1002
2019,Punjab,Rawalpindi,Attock,Tractors,10745
2019,Punjab,Rawalpindi,Attock,Trucks,1142
2019,Punjab,Bahawalpur,Bahawalnagar,Auto Rickshaws,625
2019,Punjab,Bahawalpur,Bahawalnagar,Mini Buses/Buses/Flying/Luxury Coaches,980
2019,Punjab,Bahawalpur,Bahawalnagar,Motor Cars/Jeeps/Station Wagons,7445
2019,Punjab,Bahawalpur,Bahawalnagar,Motor Cycles/Scooters,322840
2019,Punjab,Bahawalpur,Bahawalnagar,Other Vehicles,24
2019,Punjab,Bahawalpur,Bahawalnagar,Pickups/Delivery Vans,3666
2019,Punjab,Bahawalpur,Bahawalnagar,Taxis,1259
2019,Punjab,Bahawalpur,Bahawalnagar,Tractors,20171
2019,Punjab,Bahawalpur,Bahawalnagar,Trucks,800
2019,Punjab,Bahawalpur,Bahawalpur,Auto Rickshaws,8516
2019,Punjab,Bahawalpur,Bahawalpur,Mini Buses/Buses/Flying/Luxury Coaches,2504
2019,Punjab,Bahawalpur,Bahawalpur,Motor Cars/Jeeps/Station Wagons,28367
2019,Punjab,Bahawalpur,Bahawalpur,Motor Cycles/Scooters,519224
2019,Punjab,Bahawalpur,Bahawalpur,Other Vehicles,55
2019,Punjab,Bahawalpur,Bahawalpur,Pickups/Delivery Vans,5048
2019,Punjab,Bahawalpur,Bahawalpur,Taxis,2494
2019,Punjab,Bahawalpur,Bahawalpur,Tractors,13354
2019,Punjab,Bahawalpur,Bahawalpur,Trucks,1568
2019,Punjab,Sargodha,Bhakkar,Auto Rickshaws,25915
2019,Punjab,Sargodha,Bhakkar,Mini Buses/Buses/Flying/Luxury Coaches,1104
2019,Punjab,Sargodha,Bhakkar,Motor Cars/Jeeps/Station Wagons,3917
2019,Punjab,Sargodha,Bhakkar,Motor Cycles/Scooters,136649
2019,Punjab,Sargodha,Bhakkar,Other Vehicles,8
2019,Punjab,Sargodha,Bhakkar,Pickups/Delivery Vans,2228
2019,Punjab,Sargodha,Bhakkar,Taxis,455
2019,Punjab,Sargodha,Bhakkar,Tractors,9020
2019,Punjab,Sargodha,Bhakkar,Trucks,221
2019,Punjab,Rawalpindi,Chakwal,Auto Rickshaws,16328
2019,Punjab,Rawalpindi,Chakwal,Mini Buses/Buses/Flying/Luxury Coaches,2157
2019,Punjab,Rawalpindi,Chakwal,Motor Cars/Jeeps/Station Wagons,6901
2019,Punjab,Rawalpindi,Chakwal,Motor Cycles/Scooters,138303
2019,Punjab,Rawalpindi,Chakwal,Other Vehicles,31
2019,Punjab,Rawalpindi,Chakwal,Pickups/Delivery Vans,4341
2019,Punjab,Rawalpindi,Chakwal,Taxis,558
2019,Punjab,Rawalpindi,Chakwal,Tractors,6554
2019,Punjab,Rawalpindi,Chakwal,Trucks,761
2019,Punjab,Faisalabad,Chiniot,Auto Rickshaws,11865
2019,Punjab,Faisalabad,Chiniot,Mini Buses/Buses/Flying/Luxury Coaches,305
2019,Punjab,Faisalabad,Chiniot,Motor Cars/Jeeps/Station Wagons,2880
2019,Punjab,Faisalabad,Chiniot,Motor Cycles/Scooters,74570
2019,Punjab,Faisalabad,Chiniot,Other Vehicles,12
2019,Punjab,Faisalabad,Chiniot,Pickups/Delivery Vans,1712
2019,Punjab,Faisalabad,Chiniot,Taxis,214
2019,Punjab,Faisalabad,Chiniot,Tractors,2088
2019,Punjab,Faisalabad,Chiniot,Trucks,1178
2019,Punjab,D.G.Khan,D.G.Khan,Auto Rickshaws,647
2019,Punjab,D.G.Khan,D.G.Khan,Mini Buses/Buses/Flying/Luxury Coaches,1969
2019,Punjab,D.G.Khan,D.G.Khan,Motor Cars/Jeeps/Station Wagons,9838
2019,Punjab,D.G.Khan,D.G.Khan,Motor Cycles/Scooters,523486
2019,Punjab,D.G.Khan,D.G.Khan,Other Vehicles,58
2019,Punjab,D.G.Khan,D.G.Khan,Pickups/Delivery Vans,3102
2019,Punjab,D.G.Khan,D.G.Khan,Taxis,1554
2019,Punjab,D.G.Khan,D.G.Khan,Tractors,23248
2019,Punjab,D.G.Khan,D.G.Khan,Trucks,1093
2019,Punjab,Faisalabad,Faisalabad,Auto Rickshaws,24184
2019,Punjab,Faisalabad,Faisalabad,Mini Buses/Buses/Flying/Luxury Coaches,7642
2019,Punjab,Faisalabad,Faisalabad,Motor Cars/Jeeps/Station Wagons,86530
2019,Punjab,Faisalabad,Faisalabad,Motor Cycles/Scooters,1299426
2019,Punjab,Faisalabad,Faisalabad,Other Vehicles,186
2019,Punjab,Faisalabad,Faisalabad,Pickups/Delivery Vans,16021
2019,Punjab,Faisalabad,Faisalabad,Taxis,3286
2019,Punjab,Faisalabad,Faisalabad,Tractors,14068
2019,Punjab,Faisalabad,Faisalabad,Trucks,8856
2019,Punjab,Gujranwala,Gujranwala,Auto Rickshaws,18897
2019,Punjab,Gujranwala,Gujranwala,Mini Buses/Buses/Flying/Luxury Coaches,3642
2019,Punjab,Gujranwala,Gujranwala,Motor Cars/Jeeps/Station Wagons,32948
2019,Punjab,Gujranwala,Gujranwala,Motor Cycles/Scooters,761796
2019,Punjab,Gujranwala,Gujranwala,Other Vehicles,681
2019,Punjab,Gujranwala,Gujranwala,Pickups/Delivery Vans,9075
2019,Punjab,Gujranwala,Gujranwala,Taxis,2338
2019,Punjab,Gujranwala,Gujranwala,Tractors,19042
2019,Punjab,Gujranwala,Gujranwala,Trucks,1899
2019,Punjab,Gujranwala,Gujrat,Auto Rickshaws,12690
2019,Punjab,Gujranwala,Gujrat,Mini Buses/Buses/Flying/Luxury Coaches,3404
2019,Punjab,Gujranwala,Gujrat,Motor Cars/Jeeps/Station Wagons,19746
2019,Punjab,Gujranwala,Gujrat,Motor Cycles/Scooters,396311
2019,Punjab,Gujranwala,Gujrat,Other Vehicles,66
2019,Punjab,Gujranwala,Gujrat,Pickups/Delivery Vans,5865
2019,Punjab,Gujranwala,Gujrat,Taxis,745
2019,Punjab,Gujranwala,Gujrat,Tractors,9318
2019,Punjab,Gujranwala,Gujrat,Trucks,997
2019,Punjab,Gujranwala,Hafizabad,Auto Rickshaws,278
2019,Punjab,Gujranwala,Hafizabad,Mini Buses/Buses/Flying/Luxury Coaches,506
2019,Punjab,Gujranwala,Hafizabad,Motor Cars/Jeeps/Station Wagons,2916
2019,Punjab,Gujranwala,Hafizabad,Motor Cycles/Scooters,90371
2019,Punjab,Gujranwala,Hafizabad,Other Vehicles,10
2019,Punjab,Gujranwala,Hafizabad,Pickups/Delivery Vans,721
2019,Punjab,Gujranwala,Hafizabad,Taxis,346
2019,Punjab,Gujranwala,Hafizabad,Tractors,3704
2019,Punjab,Gujranwala,Hafizabad,Trucks,165
2019,Punjab,Faisalabad,Jhang,Auto Rickshaws,17622
2019,Punjab,Faisalabad,Jhang,Mini Buses/Buses/Flying/Luxury Coaches,1542
2019,Punjab,Faisalabad,Jhang,Motor Cars/Jeeps/Station Wagons,5306
2019,Punjab,Faisalabad,Jhang,Motor Cycles/Scooters,203866
2019,Punjab,Faisalabad,Jhang,Other Vehicles,24
2019,Punjab,Faisalabad,Jhang,Pickups/Delivery Vans,1888
2019,Punjab,Faisalabad,Jhang,Taxis,755
2019,Punjab,Faisalabad,Jhang,Tractors,10916
2019,Punjab,Faisalabad,Jhang,Trucks,1422
2019,Punjab,Rawalpindi,Jhelum,Auto Rickshaws,17462
2019,Punjab,Rawalpindi,Jhelum,Mini Buses/Buses/Flying/Luxury Coaches,1516
2019,Punjab,Rawalpindi,Jhelum,Motor Cars/Jeeps/Station Wagons,11852
2019,Punjab,Rawalpindi,Jhelum,Motor Cycles/Scooters,209402
2019,Punjab,Rawalpindi,Jhelum,Other Vehicles,40
2019,Punjab,Rawalpindi,Jhelum,Pickups/Delivery Vans,3829
2019,Punjab,Rawalpindi,Jhelum,Taxis,272
2019,Punjab,Rawalpindi,Jhelum,Tractors,4752
2019,Punjab,Rawalpindi,Jhelum,Trucks,440
2019,Punjab,Lahore,Kasur,Auto Rickshaws,380
2019,Punjab,Lahore,Kasur,Mini Buses/Buses/Flying/Luxury Coaches,1082
2019,Punjab,Lahore,Kasur,Motor Cars/Jeeps/Station Wagons,2439
2019,Punjab,Lahore,Kasur,Motor Cycles/Scooters,20725
2019,Punjab,Lahore,Kasur,Other Vehicles,31
2019,Punjab,Lahore,Kasur,Pickups/Delivery Vans,2468
2019,Punjab,Lahore,Kasur,Taxis,505
2019,Punjab,Lahore,Kasur,Tractors,17358
2019,Punjab,Lahore,Kasur,Trucks,1452
2019,Punjab,Multan,Khanewal,Auto Rickshaws,631
2019,Punjab,Multan,Khanewal,Mini Buses/Buses/Flying/Luxury Coaches,965
2019,Punjab,Multan,Khanewal,Motor Cars/Jeeps/Station Wagons,7976
2019,Punjab,Multan,Khanewal,Motor Cycles/Scooters,236515
2019,Punjab,Multan,Khanewal,Other Vehicles,23
2019,Punjab,Multan,Khanewal,Pickups/Delivery Vans,2157
2019,Punjab,Multan,Khanewal,Taxis,1168
2019,Punjab,Multan,Khanewal,Tractors,12015
2019,Punjab,Multan,Khanewal,Trucks,709
2019,Punjab,Sargodha,Khushab,Auto Rickshaws,13424
2019,Punjab,Sargodha,Khushab,Mini Buses/Buses/Flying/Luxury Coaches,1242
2019,Punjab,Sargodha,Khushab,Motor Cars/Jeeps/Station Wagons,5386
2019,Punjab,Sargodha,Khushab,Motor Cycles/Scooters,113534
2019,Punjab,Sargodha,Khushab,Other Vehicles,25
2019,Punjab,Sargodha,Khushab,Pickups/Delivery Vans,1901
2019,Punjab,Sargodha,Khushab,Taxis,368
2019,Punjab,Sargodha,Khushab,Tractors,7114
2019,Punjab,Sargodha,Khushab,Trucks,1705
2019,Punjab,Lahore,Lahore,Auto Rickshaws,190949
2019,Punjab,Lahore,Lahore,Mini Buses/Buses/Flying/Luxury Coaches,57008
2019,Punjab,Lahore,Lahore,Motor Cars/Jeeps/Station Wagons,1141474
2019,Punjab,Lahore,Lahore,Motor Cycles/Scooters,4111767
2019,Punjab,Lahore,Lahore,Other Vehicles,5098
2019,Punjab,Lahore,Lahore,Pickups/Delivery Vans,92873
2019,Punjab,Lahore,Lahore,Taxis,16445
2019,Punjab,Lahore,Lahore,Tractors,56193
2019,Punjab,Lahore,Lahore,Trucks,31199
2019,Punjab,D.G.Khan,Layyah,Auto Rickshaws,8964
2019,Punjab,D.G.Khan,Layyah,Mini Buses/Buses/Flying/Luxury Coaches,1089
2019,Punjab,D.G.Khan,Layyah,Motor Cars/Jeeps/Station Wagons,4961
2019,Punjab,D.G.Khan,Layyah,Motor Cycles/Scooters,171302
2019,Punjab,D.G.Khan,Layyah,Other Vehicles,32
2019,Punjab,D.G.Khan,Layyah,Pickups/Delivery Vans,2109
2019,Punjab,D.G.Khan,Layyah,Taxis,921
2019,Punjab,D.G.Khan,Layyah,Tractors,12544
2019,Punjab,D.G.Khan,Layyah,Trucks,465
2019,Punjab,Multan,Lodhran,Auto Rickshaws,501
2019,Punjab,Multan,Lodhran,Mini Buses/Buses/Flying/Luxury Coaches,314
2019,Punjab,Multan,Lodhran,Motor Cars/Jeeps/Station Wagons,4178
2019,Punjab,Multan,Lodhran,Motor Cycles/Scooters,62466
2019,Punjab,Multan,Lodhran,Other Vehicles,16
2019,Punjab,Multan,Lodhran,Pickups/Delivery Vans,772
2019,Punjab,Multan,Lodhran,Taxis,537
2019,Punjab,Multan,Lodhran,Tractors,7031
2019,Punjab,Multan,Lodhran,Trucks,307
2019,Punjab,Gujranwala,M.B.Din,Auto Rickshaws,3401
2019,Punjab,Gujranwala,M.B.Din,Mini Buses/Buses/Flying/Luxury Coaches,936
2019,Punjab,Gujranwala,M.B.Din,Motor Cars/Jeeps/Station Wagons,7839
2019,Punjab,Gujranwala,M.B.Din,Motor Cycles/Scooters,147029
2019,Punjab,Gujranwala,M.B.Din,Other Vehicles,28
2019,Punjab,Gujranwala,M.B.Din,Pickups/Delivery Vans,1948
2019,Punjab,Gujranwala,M.B.Din,Taxis,350
2019,Punjab,Gujranwala,M.B.Din,Tractors,6517
2019,Punjab,Gujranwala,M.B.Din,Trucks,311
2019,Punjab,Sargodha,Mianwali,Auto Rickshaws,8429
2019,Punjab,Sargodha,Mianwali,Mini Buses/Buses/Flying/Luxury Coaches,1646
2019,Punjab,Sargodha,Mianwali,Motor Cars/Jeeps/Station Wagons,5433
2019,Punjab,Sargodha,Mianwali,Motor Cycles/Scooters,175028
2019,Punjab,Sargodha,Mianwali,Other Vehicles,34
2019,Punjab,Sargodha,Mianwali,Pickups/Delivery Vans,4537
2019,Punjab,Sargodha,Mianwali,Taxis,542
2019,Punjab,Sargodha,Mianwali,Tractors,9301
2019,Punjab,Sargodha,Mianwali,Trucks,866
2019,Punjab,Multan,Multan,Auto Rickshaws,19983
2019,Punjab,Multan,Multan,Mini Buses/Buses/Flying/Luxury Coaches,4960
2019,Punjab,Multan,Multan,Motor Cars/Jeeps/Station Wagons,103977
2019,Punjab,Multan,Multan,Motor Cycles/Scooters,1180539
2019,Punjab,Multan,Multan,Other Vehicles,161
2019,Punjab,Multan,Multan,Pickups/Delivery Vans,14327
2019,Punjab,Multan,Multan,Taxis,4532
2019,Punjab,Multan,Multan,Tractors,18127
2019,Punjab,Multan,Multan,Trucks,5321
2019,Punjab,D.G.Khan,Muzaffargarh,Auto Rickshaws,669
2019,Punjab,D.G.Khan,Muzaffargarh,Mini Buses/Buses/Flying/Luxury Coaches,512
2019,Punjab,D.G.Khan,Muzaffargarh,Motor Cars/Jeeps/Station Wagons,4373
2019,Punjab,D.G.Khan,Muzaffargarh,Motor Cycles/Scooters,138540
2019,Punjab,D.G.Khan,Muzaffargarh,Other Vehicles,35
2019,Punjab,D.G.Khan,Muzaffargarh,Pickups/Delivery Vans,1617
2019,Punjab,D.G.Khan,Muzaffargarh,Taxis,964
2019,Punjab,D.G.Khan,Muzaffargarh,Tractors,10089
2019,Punjab,D.G.Khan,Muzaffargarh,Trucks,1642
2019,Punjab,Lahore,Nankana Sahib,Auto Rickshaws,131
2019,Punjab,Lahore,Nankana Sahib,Mini Buses/Buses/Flying/Luxury Coaches,464
2019,Punjab,Lahore,Nankana Sahib,Motor Cars/Jeeps/Station Wagons,3499
2019,Punjab,Lahore,Nankana Sahib,Motor Cycles/Scooters,30623
2019,Punjab,Lahore,Nankana Sahib,Other Vehicles,18
2019,Punjab,Lahore,Nankana Sahib,Pickups/Delivery Vans,754
2019,Punjab,Lahore,Nankana Sahib,Taxis,437
2019,Punjab,Lahore,Nankana Sahib,Tractors,2020
2019,Punjab,Lahore,Nankana Sahib,Trucks,419
2019,Punjab,Gujranwala,Narowal,Auto Rickshaws,2311
2019,Punjab,Gujranwala,Narowal,Mini Buses/Buses/Flying/Luxury Coaches,552
2019,Punjab,Gujranwala,Narowal,Motor Cars/Jeeps/Station Wagons,1703
2019,Punjab,Gujranwala,Narowal,Motor Cycles/Scooters,46543
2019,Punjab,Gujranwala,Narowal,Other Vehicles,16
2019,Punjab,Gujranwala,Narowal,Pickups/Delivery Vans,1052
2019,Punjab,Gujranwala,Narowal,Taxis,341
2019,Punjab,Gujranwala,Narowal,Tractors,9886
2019,Punjab,Gujranwala,Narowal,Trucks,286
2019,Punjab,Sahiwal,Okara,Auto Rickshaws,3879
2019,Punjab,Sahiwal,Okara,Mini Buses/Buses/Flying/Luxury Coaches,1216
2019,Punjab,Sahiwal,Okara,Motor Cars/Jeeps/Station Wagons,7800
2019,Punjab,Sahiwal,Okara,Motor Cycles/Scooters,303553
2019,Punjab,Sahiwal,Okara,Other Vehicles,48
2019,Punjab,Sahiwal,Okara,Pickups/Delivery Vans,3170
2019,Punjab,Sahiwal,Okara,Taxis,886
2019,Punjab,Sahiwal,Okara,Tractors,13672
2019,Punjab,Sahiwal,Okara,Trucks,1674
2019,Punjab,Sahiwal,Pakpattan,Auto Rickshaws,336
2019,Punjab,Sahiwal,Pakpattan,Mini Buses/Buses/Flying/Luxury Coaches,627
2019,Punjab,Sahiwal,Pakpattan,Motor Cars/Jeeps/Station Wagons,4116
2019,Punjab,Sahiwal,Pakpattan,Motor Cycles/Scooters,105365
2019,Punjab,Sahiwal,Pakpattan,Other Vehicles,25
2019,Punjab,Sahiwal,Pakpattan,Pickups/Delivery Vans,1350
2019,Punjab,Sahiwal,Pakpattan,Taxis,478
2019,Punjab,Sahiwal,Pakpattan,Tractors,10515
2019,Punjab,Sahiwal,Pakpattan,Trucks,459
2019,Punjab,Bahawalpur,R.Y.Khan,Auto Rickshaws,521
2019,Punjab,Bahawalpur,R.Y.Khan,Mini Buses/Buses/Flying/Luxury Coaches,1615
2019,Punjab,Bahawalpur,R.Y.Khan,Motor Cars/Jeeps/Station Wagons,14648
2019,Punjab,Bahawalpur,R.Y.Khan,Motor Cycles/Scooters,726710
2019,Punjab,Bahawalpur,R.Y.Khan,Other Vehicles,70
2019,Punjab,Bahawalpur,R.Y.Khan,Pickups/Delivery Vans,4206
2019,Punjab,Bahawalpur,R.Y.Khan,Taxis,1692
2019,Punjab,Bahawalpur,R.Y.Khan,Tractors,25659
2019,Punjab,Bahawalpur,R.Y.Khan,Trucks,1006
2019,Punjab,D.G.Khan,Rajanpur,Auto Rickshaws,4
2019,Punjab,D.G.Khan,Rajanpur,Mini Buses/Buses/Flying/Luxury Coaches,159
2019,Punjab,D.G.Khan,Rajanpur,Motor Cars/Jeeps/Station Wagons,892
2019,Punjab,D.G.Khan,Rajanpur,Motor Cycles/Scooters,26210
2019,Punjab,D.G.Khan,Rajanpur,Other Vehicles,22
2019,Punjab,D.G.Khan,Rajanpur,Pickups/Delivery Vans,489
2019,Punjab,D.G.Khan,Rajanpur,Taxis,334
2019,Punjab,D.G.Khan,Rajanpur,Tractors,3481
2019,Punjab,D.G.Khan,Rajanpur,Trucks,60
2019,Punjab,Rawalpindi,Rawalpindi,Auto Rickshaws,31368
2019,Punjab,Rawalpindi,Rawalpindi,Mini Buses/Buses/Flying/Luxury Coaches,15821
2019,Punjab,Rawalpindi,Rawalpindi,Motor Cars/Jeeps/Station Wagons,149143
2019,Punjab,Rawalpindi,Rawalpindi,Motor Cycles/Scooters,827026
2019,Punjab,Rawalpindi,Rawalpindi,Other Vehicles,460
2019,Punjab,Rawalpindi,Rawalpindi,Pickups/Delivery Vans,55246
2019,Punjab,Rawalpindi,Rawalpindi,Taxis,15083
2019,Punjab,Rawalpindi,Rawalpindi,Tractors,4145
2019,Punjab,Rawalpindi,Rawalpindi,Trucks,7137
2019,Punjab,Sahiwal,Sahiwal,Auto Rickshaws,2995
2019,Punjab,Sahiwal,Sahiwal,Mini Buses/Buses/Flying/Luxury Coaches,1989
2019,Punjab,Sahiwal,Sahiwal,Motor Cars/Jeeps/Station Wagons,19163
2019,Punjab,Sahiwal,Sahiwal,Motor Cycles/Scooters,392026
2019,Punjab,Sahiwal,Sahiwal,Other Vehicles,39
2019,Punjab,Sahiwal,Sahiwal,Pickups/Delivery Vans,3993
2019,Punjab,Sahiwal,Sahiwal,Taxis,1590
2019,Punjab,Sahiwal,Sahiwal,Tractors,31117
2019,Punjab,Sahiwal,Sahiwal,Trucks,2277
2019,Punjab,Sargodha,Sargodha,Auto Rickshaws,43636
2019,Punjab,Sargodha,Sargodha,Mini Buses/Buses/Flying/Luxury Coaches,3142
2019,Punjab,Sargodha,Sargodha,Motor Cars/Jeeps/Station Wagons,26555
2019,Punjab,Sargodha,Sargodha,Motor Cycles/Scooters,469010
2019,Punjab,Sargodha,Sargodha,Other Vehicles,87
2019,Punjab,Sargodha,Sargodha,Pickups/Delivery Vans,6230
2019,Punjab,Sargodha,Sargodha,Taxis,1482
2019,Punjab,Sargodha,Sargodha,Tractors,18199
2019,Punjab,Sargodha,Sargodha,Trucks,5666
2019,Punjab,Lahore,Sheikhupura,Auto Rickshaws,4046
2019,Punjab,Lahore,Sheikhupura,Mini Buses/Buses/Flying/Luxury Coaches,1976
2019,Punjab,Lahore,Sheikhupura,Motor Cars/Jeeps/Station Wagons,7268
2019,Punjab,Lahore,Sheikhupura,Motor Cycles/Scooters,30704
2019,Punjab,Lahore,Sheikhupura,Other Vehicles,47
2019,Punjab,Lahore,Sheikhupura,Pickups/Delivery Vans,2052
2019,Punjab,Lahore,Sheikhupura,Taxis,625
2019,Punjab,Lahore,Sheikhupura,Tractors,11431
2019,Punjab,Lahore,Sheikhupura,Trucks,1693
2019,Punjab,Gujranwala,Sialkot,Auto Rickshaws,29731
2019,Punjab,Gujranwala,Sialkot,Mini Buses/Buses/Flying/Luxury Coaches,3711
2019,Punjab,Gujranwala,Sialkot,Motor Cars/Jeeps/Station Wagons,31897
2019,Punjab,Gujranwala,Sialkot,Motor Cycles/Scooters,610924
2019,Punjab,Gujranwala,Sialkot,Other Vehicles,56
2019,Punjab,Gujranwala,Sialkot,Pickups/Delivery Vans,8023
2019,Punjab,Gujranwala,Sialkot,Taxis,820
2019,Punjab,Gujranwala,Sialkot,Tractors,11024
2019,Punjab,Gujranwala,Sialkot,Trucks,639
2019,Punjab,Faisalabad,T.T.Singh,Auto Rickshaws,538
2019,Punjab,Faisalabad,T.T.Singh,Mini Buses/Buses/Flying/Luxury Coaches,1165
2019,Punjab,Faisalabad,T.T.Singh,Motor Cars/Jeeps/Station Wagons,7820
2019,Punjab,Faisalabad,T.T.Singh,Motor Cycles/Scooters,200473
2019,Punjab,Faisalabad,T.T.Singh,Other Vehicles,16
2019,Punjab,Faisalabad,T.T.Singh,Pickups/Delivery Vans,2045
2019,Punjab,Faisalabad,T.T.Singh,Taxis,735
2019,Punjab,Faisalabad,T.T.Singh,Tractors,13288
2019,Punjab,Faisalabad,T.T.Singh,Trucks,762
2019,Punjab,Multan,Vehari,Auto Rickshaws,452
2019,Punjab,Multan,Vehari,Mini Buses/Buses/Flying/Luxury Coaches,1393
